==========[1/120]	loss 1.982	top1 acc 24.750 (24.750)	top5 acc 78.500	Train top1 20.248	loss 2.800	(128, 21.000), (160, 23.000), (192, 28.000), (224, 27.000), 
==========[15/120]	loss 0.637	top1 acc 79.500 (80.000)	top5 acc 98.250	Train top1 70.050	loss 0.931	(128, 78.000), (160, 79.000), (192, 80.000), (224, 81.000), 
==========[16/120]	loss 0.645	top1 acc 79.500 (80.000)	top5 acc 98.000	Train top1 71.416	loss 0.904	(128, 76.000), (160, 78.000), (192, 82.000), (224, 82.000), 
==========[17/120]	loss 0.649	top1 acc 76.500 (80.000)	top5 acc 98.750	Train top1 68.769	loss 0.975	(128, 74.000), (160, 73.000), (192, 80.000), (224, 79.000), 
==========[18/120]	loss 0.661	top1 acc 75.500 (80.000)	top5 acc 97.500	Train top1 70.840	loss 0.908	(128, 73.000), (160, 75.000), (192, 76.000), (224, 78.000), 
==========[19/120]	loss 0.568	top1 acc 78.750 (80.000)	top5 acc 99.250	Train top1 69.773	loss 0.931	(128, 75.000), (160, 77.000), (192, 82.000), (224, 81.000), 
==========[20/120]	loss 0.650	top1 acc 77.500 (80.000)	top5 acc 97.000	Train top1 71.267	loss 0.881	(128, 75.000), (160, 77.000), (192, 79.000), (224, 79.000), 
==========[21/120]	loss 0.552	top1 acc 83.250 (83.250)	top5 acc 99.000	Train top1 72.633	loss 0.847	(128, 81.000), (160, 82.000), (192, 84.000), (224, 86.000), 
==========[22/120]	loss 0.557	top1 acc 80.250 (83.250)	top5 acc 99.000	Train top1 73.092	loss 0.826	(128, 78.000), (160, 81.000), (192, 82.000), (224, 80.000), 
==========[23/120]	loss 0.507	top1 acc 81.250 (83.250)	top5 acc 99.500	Train top1 72.217	loss 0.848	(128, 79.000), (160, 80.000), (192, 82.000), (224, 84.000), 
==========[24/120]	loss 0.612	top1 acc 77.500 (83.250)	top5 acc 98.000	Train top1 73.594	loss 0.814	(128, 77.000), (160, 79.000), (192, 78.000), (224, 76.000), 
==========[25/120]	loss 0.443	top1 acc 86.000 (86.000)	top5 acc 99.500	Train top1 74.074	loss 0.790	(128, 81.000), (160, 85.000), (192, 88.000), (224, 90.000), 
==========[26/120]	loss 0.424	top1 acc 85.000 (86.000)	top5 acc 99.750	Train top1 75.654	loss 0.753	(128, 83.000), (160, 84.000), (192, 87.000), (224, 86.000), 
==========[27/120]	loss 0.437	top1 acc 83.500 (86.000)	top5 acc 99.500	Train top1 76.839	loss 0.728	(128, 82.000), (160, 85.000), (192, 83.000), (224, 84.000), 
==========[28/120]	loss 0.496	top1 acc 83.000 (86.000)	top5 acc 99.250	Train top1 76.604	loss 0.717	(128, 80.000), (160, 83.000), (192, 84.000), (224, 85.000), 
==========[29/120]	loss 0.457	top1 acc 84.750 (86.000)	top5 acc 99.250	Train top1 77.095	loss 0.694	(128, 82.000), (160, 84.000), (192, 86.000), (224, 87.000), 
==========[30/120]	loss 0.475	top1 acc 84.750 (86.000)	top5 acc 100.000	Train top1 77.596	loss 0.702	(128, 83.000), (160, 86.000), (192, 85.000), (224, 85.000), 
==========[31/120]	loss 0.439	top1 acc 83.500 (86.000)	top5 acc 99.750	Train top1 78.557	loss 0.657	(128, 80.000), (160, 85.000), (192, 84.000), (224, 85.000), 
==========[32/120]	loss 0.483	top1 acc 84.250 (86.000)	top5 acc 98.750	Train top1 79.069	loss 0.637	(128, 79.000), (160, 86.000), (192, 83.000), (224, 89.000), 
==========[33/120]	loss 0.384	top1 acc 86.500 (86.500)	top5 acc 99.750	Train top1 79.891	loss 0.631	(128, 84.000), (160, 86.000), (192, 88.000), (224, 88.000), 
==========[34/120]	loss 0.352	top1 acc 86.500 (86.500)	top5 acc 99.750	Train top1 80.179	loss 0.615	(128, 82.000), (160, 88.000), (192, 88.000), (224, 88.000), 
==========[35/120]	loss 0.395	top1 acc 86.750 (86.750)	top5 acc 100.000	Train top1 80.446	loss 0.607	(128, 85.000), (160, 86.000), (192, 88.000), (224, 88.000), 
==========[36/120]	loss 0.350	top1 acc 88.750 (88.750)	top5 acc 100.000	Train top1 78.013	loss 0.681	(128, 86.000), (160, 87.000), (192, 91.000), (224, 91.000), 
==========[37/120]	loss 0.408	top1 acc 86.000 (88.750)	top5 acc 99.500	Train top1 79.347	loss 0.642	(128, 85.000), (160, 88.000), (192, 86.000), (224, 85.000), 
==========[38/120]	loss 0.433	top1 acc 84.000 (88.750)	top5 acc 100.000	Train top1 79.934	loss 0.618	(128, 83.000), (160, 85.000), (192, 82.000), (224, 86.000), 
==========[39/120]	loss 0.393	top1 acc 86.250 (88.750)	top5 acc 99.500	Train top1 80.617	loss 0.597	(128, 82.000), (160, 88.000), (192, 87.000), (224, 88.000), 
==========[40/120]	loss 0.354	top1 acc 86.250 (88.750)	top5 acc 100.000	Train top1 81.919	loss 0.547	(128, 83.000), (160, 86.000), (192, 89.000), (224, 87.000), 
==========[41/120]	loss 0.352	top1 acc 89.500 (89.500)	top5 acc 99.000	Train top1 82.837	loss 0.535	(128, 88.000), (160, 90.000), (192, 89.000), (224, 91.000), 
==========[42/120]	loss 0.347	top1 acc 88.500 (89.500)	top5 acc 99.750	Train top1 82.474	loss 0.543	(128, 87.000), (160, 90.000), (192, 88.000), (224, 89.000), 
==========[43/120]	loss 0.378	top1 acc 87.000 (89.500)	top5 acc 99.500	Train top1 82.816	loss 0.536	(128, 87.000), (160, 87.000), (192, 87.000), (224, 87.000), 
==========[44/120]	loss 0.375	top1 acc 87.500 (89.500)	top5 acc 99.750	Train top1 83.339	loss 0.523	(128, 85.000), (160, 87.000), (192, 88.000), (224, 90.000), 
==========[45/120]	loss 0.351	top1 acc 88.250 (89.500)	top5 acc 100.000	Train top1 84.032	loss 0.487	(128, 86.000), (160, 88.000), (192, 90.000), (224, 89.000), 
==========[46/120]	loss 0.342	top1 acc 88.250 (89.500)	top5 acc 99.500	Train top1 84.064	loss 0.490	(128, 86.000), (160, 89.000), (192, 88.000), (224, 90.000), 
==========[47/120]	loss 0.318	top1 acc 90.250 (90.250)	top5 acc 99.250	Train top1 84.235	loss 0.491	(128, 90.000), (160, 91.000), (192, 89.000), (224, 91.000), 
==========[48/120]	loss 0.353	top1 acc 87.500 (90.250)	top5 acc 100.000	Train top1 84.940	loss 0.462	(128, 86.000), (160, 88.000), (192, 88.000), (224, 88.000), 
==========[49/120]	loss 0.303	top1 acc 89.500 (90.250)	top5 acc 100.000	Train top1 84.662	loss 0.481	(128, 86.000), (160, 90.000), (192, 90.000), (224, 92.000), 
==========[50/120]	loss 0.297	top1 acc 90.000 (90.250)	top5 acc 99.750	Train top1 85.142	loss 0.469	(128, 87.000), (160, 92.000), (192, 90.000), (224, 91.000), 
==========[51/120]	loss 0.301	top1 acc 88.250 (90.250)	top5 acc 100.000	Train top1 85.495	loss 0.447	(128, 85.000), (160, 89.000), (192, 90.000), (224, 89.000), 
==========[52/120]	loss 0.387	top1 acc 86.000 (90.250)	top5 acc 99.500	Train top1 83.018	loss 0.533	(128, 86.000), (160, 87.000), (192, 87.000), (224, 84.000), 
==========[53/120]	loss 0.361	top1 acc 89.000 (90.250)	top5 acc 99.000	Train top1 85.335	loss 0.459	(128, 87.000), (160, 89.000), (192, 90.000), (224, 90.000), 
==========[54/120]	loss 0.336	top1 acc 89.750 (90.250)	top5 acc 99.500	Train top1 85.772	loss 0.450	(128, 91.000), (160, 90.000), (192, 88.000), (224, 90.000), 
==========[55/120]	loss 0.299	top1 acc 90.500 (90.500)	top5 acc 99.000	Train top1 85.996	loss 0.435	(128, 88.000), (160, 90.000), (192, 92.000), (224, 92.000), 
==========[56/120]	loss 0.351	top1 acc 89.250 (90.500)	top5 acc 99.750	Train top1 86.349	loss 0.420	(128, 89.000), (160, 90.000), (192, 89.000), (224, 89.000), 
==========[57/120]	loss 0.329	top1 acc 88.500 (90.500)	top5 acc 99.500	Train top1 86.765	loss 0.408	(128, 89.000), (160, 87.000), (192, 88.000), (224, 90.000), 
==========[58/120]	loss 0.306	top1 acc 88.500 (90.500)	top5 acc 99.500	Train top1 86.060	loss 0.432	(128, 85.000), (160, 91.000), (192, 89.000), (224, 89.000), 
==========[59/120]	loss 0.327	top1 acc 88.250 (90.500)	top5 acc 99.500	Train top1 87.576	loss 0.393	(128, 87.000), (160, 87.000), (192, 89.000), (224, 90.000), 
==========[60/120]	loss 0.303	top1 acc 90.750 (90.750)	top5 acc 99.750	Train top1 87.128	loss 0.401	(128, 91.000), (160, 91.000), (192, 92.000), (224, 89.000), 
==========[61/120]	loss 0.300	top1 acc 89.250 (90.750)	top5 acc 100.000	Train top1 87.437	loss 0.395	(128, 87.000), (160, 89.000), (192, 90.000), (224, 91.000), 
==========[62/120]	loss 0.294	top1 acc 88.750 (90.750)	top5 acc 99.750	Train top1 87.245	loss 0.388	(128, 87.000), (160, 89.000), (192, 88.000), (224, 91.000), 
==========[63/120]	loss 0.323	top1 acc 90.750 (90.750)	top5 acc 99.750	Train top1 87.597	loss 0.373	(128, 90.000), (160, 91.000), (192, 91.000), (224, 91.000), 
==========[64/120]	loss 0.291	top1 acc 90.250 (90.750)	top5 acc 99.750	Train top1 88.152	loss 0.371	(128, 89.000), (160, 91.000), (192, 91.000), (224, 90.000), 
==========[65/120]	loss 0.274	top1 acc 93.000 (93.000)	top5 acc 100.000	Train top1 87.907	loss 0.364	(128, 93.000), (160, 95.000), (192, 92.000), (224, 92.000), 
==========[66/120]	loss 0.300	top1 acc 90.250 (93.000)	top5 acc 99.500	Train top1 88.825	loss 0.347	(128, 89.000), (160, 91.000), (192, 91.000), (224, 90.000), 
==========[67/120]	loss 0.288	top1 acc 90.750 (93.000)	top5 acc 99.750	Train top1 88.996	loss 0.341	(128, 90.000), (160, 91.000), (192, 92.000), (224, 90.000), 
==========[68/120]	loss 0.267	top1 acc 92.750 (93.000)	top5 acc 100.000	Train top1 88.622	loss 0.353	(128, 94.000), (160, 92.000), (192, 93.000), (224, 92.000), 
==========[69/120]	loss 0.281	top1 acc 90.500 (93.000)	top5 acc 99.500	Train top1 89.230	loss 0.335	(128, 88.000), (160, 91.000), (192, 91.000), (224, 92.000), 
==========[70/120]	loss 0.288	top1 acc 91.250 (93.000)	top5 acc 99.250	Train top1 89.455	loss 0.335	(128, 90.000), (160, 91.000), (192, 93.000), (224, 91.000), 
==========[71/120]	loss 0.269	top1 acc 91.250 (93.000)	top5 acc 99.750	Train top1 89.444	loss 0.333	(128, 89.000), (160, 91.000), (192, 93.000), (224, 92.000), 
==========[72/120]	loss 0.276	top1 acc 90.000 (93.000)	top5 acc 100.000	Train top1 89.711	loss 0.316	(128, 89.000), (160, 89.000), (192, 90.000), (224, 92.000), 
==========[73/120]	loss 0.280	top1 acc 90.250 (93.000)	top5 acc 99.750	Train top1 89.935	loss 0.318	(128, 85.000), (160, 92.000), (192, 91.000), (224, 93.000), 
==========[74/120]	loss 0.258	top1 acc 91.000 (93.000)	top5 acc 100.000	Train top1 89.860	loss 0.311	(128, 90.000), (160, 91.000), (192, 91.000), (224, 92.000), 
==========[75/120]	loss 0.228	top1 acc 90.500 (93.000)	top5 acc 99.000	Train top1 89.572	loss 0.332	(128, 90.000), (160, 91.000), (192, 91.000), (224, 90.000), 
==========[76/120]	loss 0.289	top1 acc 89.250 (93.000)	top5 acc 100.000	Train top1 89.423	loss 0.328	(128, 91.000), (160, 89.000), (192, 89.000), (224, 88.000), 
==========[77/120]	loss 0.257	top1 acc 92.250 (93.000)	top5 acc 100.000	Train top1 89.561	loss 0.323	(128, 90.000), (160, 94.000), (192, 93.000), (224, 92.000), 
==========[78/120]	loss 0.274	top1 acc 91.500 (93.000)	top5 acc 99.500	Train top1 90.469	loss 0.291	(128, 91.000), (160, 93.000), (192, 91.000), (224, 91.000), 
==========[79/120]	loss 0.339	top1 acc 89.500 (93.000)	top5 acc 99.250	Train top1 90.010	loss 0.308	(128, 90.000), (160, 91.000), (192, 87.000), (224, 90.000), 
==========[80/120]	loss 0.294	top1 acc 89.500 (93.000)	top5 acc 99.500	Train top1 90.106	loss 0.297	(128, 90.000), (160, 89.000), (192, 89.000), (224, 90.000), 
==========[81/120]	loss 0.281	top1 acc 89.500 (93.000)	top5 acc 99.250	Train top1 90.767	loss 0.287	(128, 89.000), (160, 90.000), (192, 90.000), (224, 89.000), 
==========[82/120]	loss 0.292	top1 acc 90.250 (93.000)	top5 acc 99.500	Train top1 90.821	loss 0.291	(128, 91.000), (160, 90.000), (192, 91.000), (224, 89.000), 
==========[83/120]	loss 0.307	top1 acc 89.000 (93.000)	top5 acc 99.500	Train top1 91.205	loss 0.275	(128, 89.000), (160, 90.000), (192, 89.000), (224, 88.000), 
==========[84/120]	loss 0.285	top1 acc 91.250 (93.000)	top5 acc 99.750	Train top1 91.483	loss 0.273	(128, 91.000), (160, 93.000), (192, 89.000), (224, 92.000), 
==========[85/120]	loss 0.222	top1 acc 92.750 (93.000)	top5 acc 99.500	Train top1 91.024	loss 0.286	(128, 92.000), (160, 92.000), (192, 94.000), (224, 93.000), 
==========[86/120]	loss 0.237	top1 acc 91.500 (93.000)	top5 acc 99.250	Train top1 90.874	loss 0.275	(128, 88.000), (160, 90.000), (192, 95.000), (224, 93.000), 
==========[87/120]	loss 0.243	top1 acc 91.750 (93.000)	top5 acc 99.250	Train top1 91.664	loss 0.258	(128, 90.000), (160, 90.000), (192, 94.000), (224, 93.000), 
==========[88/120]	loss 0.225	top1 acc 91.500 (93.000)	top5 acc 99.500	Train top1 91.354	loss 0.272	(128, 92.000), (160, 91.000), (192, 92.000), (224, 91.000), 
==========[89/120]	loss 0.299	top1 acc 89.500 (93.000)	top5 acc 99.250	Train top1 90.565	loss 0.286	(128, 90.000), (160, 88.000), (192, 89.000), (224, 91.000), 
==========[90/120]	loss 0.243	top1 acc 92.000 (93.000)	top5 acc 100.000	Train top1 90.469	loss 0.291	(128, 91.000), (160, 92.000), (192, 92.000), (224, 93.000), 
==========[91/120]	loss 0.277	top1 acc 91.250 (93.000)	top5 acc 99.500	Train top1 91.344	loss 0.267	(128, 91.000), (160, 90.000), (192, 92.000), (224, 92.000), 
==========[92/120]	loss 0.238	top1 acc 91.500 (93.000)	top5 acc 99.500	Train top1 92.102	loss 0.249	(128, 91.000), (160, 91.000), (192, 93.000), (224, 91.000), 
==========[93/120]	loss 0.237	top1 acc 92.750 (93.000)	top5 acc 99.500	Train top1 91.792	loss 0.264	(128, 92.000), (160, 95.000), (192, 93.000), (224, 91.000), 
==========[94/120]	loss 0.247	top1 acc 90.500 (93.000)	top5 acc 100.000	Train top1 91.963	loss 0.252	(128, 90.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[95/120]	loss 0.258	top1 acc 90.250 (93.000)	top5 acc 100.000	Train top1 92.411	loss 0.235	(128, 91.000), (160, 91.000), (192, 89.000), (224, 90.000), 
==========[96/120]	loss 0.301	top1 acc 89.000 (93.000)	top5 acc 99.750	Train top1 92.721	loss 0.234	(128, 87.000), (160, 92.000), (192, 88.000), (224, 89.000), 
==========[97/120]	loss 0.263	top1 acc 89.250 (93.000)	top5 acc 99.750	Train top1 91.845	loss 0.253	(128, 90.000), (160, 90.000), (192, 88.000), (224, 89.000), 
==========[98/120]	loss 0.249	top1 acc 90.750 (93.000)	top5 acc 100.000	Train top1 92.891	loss 0.230	(128, 91.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[99/120]	loss 0.251	top1 acc 91.500 (93.000)	top5 acc 99.750	Train top1 92.955	loss 0.221	(128, 93.000), (160, 93.000), (192, 90.000), (224, 90.000), 
==========[100/120]	loss 0.267	top1 acc 89.750 (93.000)	top5 acc 99.500	Train top1 92.795	loss 0.228	(128, 89.000), (160, 91.000), (192, 90.000), (224, 89.000), 
==========[101/120]	loss 0.255	top1 acc 91.250 (93.000)	top5 acc 99.500	Train top1 92.923	loss 0.229	(128, 92.000), (160, 91.000), (192, 91.000), (224, 91.000), 
==========[102/120]	loss 0.270	top1 acc 89.750 (93.000)	top5 acc 99.750	Train top1 92.998	loss 0.224	(128, 91.000), (160, 90.000), (192, 88.000), (224, 90.000), 
==========[103/120]	loss 0.256	top1 acc 90.500 (93.000)	top5 acc 99.750	Train top1 92.945	loss 0.222	(128, 91.000), (160, 91.000), (192, 90.000), (224, 90.000), 
==========[104/120]	loss 0.249	top1 acc 92.000 (93.000)	top5 acc 99.500	Train top1 92.923	loss 0.222	(128, 92.000), (160, 93.000), (192, 92.000), (224, 91.000), 
==========[105/120]	loss 0.257	top1 acc 91.250 (93.000)	top5 acc 99.500	Train top1 93.329	loss 0.211	(128, 92.000), (160, 93.000), (192, 90.000), (224, 90.000), 
==========[106/120]	loss 0.242	top1 acc 92.000 (93.000)	top5 acc 99.500	Train top1 92.945	loss 0.222	(128, 92.000), (160, 93.000), (192, 92.000), (224, 91.000), 
==========[107/120]	loss 0.246	top1 acc 91.750 (93.000)	top5 acc 99.500	Train top1 93.105	loss 0.224	(128, 92.000), (160, 93.000), (192, 91.000), (224, 91.000), 
==========[108/120]	loss 0.238	top1 acc 91.500 (93.000)	top5 acc 99.500	Train top1 93.041	loss 0.214	(128, 92.000), (160, 92.000), (192, 91.000), (224, 91.000), 
==========[109/120]	loss 0.248	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 93.350	loss 0.207	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[110/120]	loss 0.244	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 93.382	loss 0.213	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[111/120]	loss 0.240	top1 acc 91.250 (93.000)	top5 acc 99.500	Train top1 93.062	loss 0.219	(128, 92.000), (160, 93.000), (192, 90.000), (224, 90.000), 
==========[112/120]	loss 0.243	top1 acc 91.250 (93.000)	top5 acc 99.500	Train top1 93.478	loss 0.205	(128, 92.000), (160, 92.000), (192, 90.000), (224, 91.000), 
==========[113/120]	loss 0.247	top1 acc 90.750 (93.000)	top5 acc 99.500	Train top1 93.254	loss 0.210	(128, 92.000), (160, 92.000), (192, 89.000), (224, 90.000), 
==========[114/120]	loss 0.250	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 93.446	loss 0.207	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[115/120]	loss 0.247	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 92.988	loss 0.221	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[116/120]	loss 0.247	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 93.532	loss 0.208	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[117/120]	loss 0.247	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 93.489	loss 0.207	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[118/120]	loss 0.248	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 94.034	loss 0.199	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[119/120]	loss 0.247	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 93.617	loss 0.205	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
==========[120/120]	loss 0.247	top1 acc 91.000 (93.000)	top5 acc 99.500	Train top1 93.788	loss 0.202	(128, 92.000), (160, 92.000), (192, 90.000), (224, 90.000), 
===========> loaded checkpoint 'teacher_modelV2_imagenette/checkpoint/checkpoint.pth.tar'
==========Loaded init from teacher_modelV2_imagenette/checkpoint/checkpoint.pth.tar
===========> loaded checkpoint 'teacher_modelV2_imagenette/checkpoint/checkpoint.pth.tar'
==========[1/120]	loss 0.405	top1 acc 86.750 (86.750)	top5 acc 99.750	Train top1 87.138	loss 0.413	(128, 85.000), (160, 85.000), (192, 88.000), (224, 89.000), 
==========[2/120]	loss 0.384	top1 acc 85.750 (86.750)	top5 acc 99.750	Train top1 86.776	loss 0.412	(128, 84.000), (160, 87.000), (192, 86.000), (224, 86.000), 
==========[3/120]	loss 0.296	top1 acc 89.250 (89.250)	top5 acc 100.000	Train top1 85.794	loss 0.436	(128, 85.000), (160, 90.000), (192, 92.000), (224, 90.000), 
==========[4/120]	loss 0.337	top1 acc 89.750 (89.750)	top5 acc 100.000	Train top1 86.477	loss 0.418	(128, 90.000), (160, 90.000), (192, 90.000), (224, 89.000), 
==========[5/120]	loss 0.505	top1 acc 85.750 (89.750)	top5 acc 100.000	Train top1 83.029	loss 0.518	(128, 81.000), (160, 86.000), (192, 88.000), (224, 88.000), 
==========[6/120]	loss 0.288	top1 acc 91.000 (91.000)	top5 acc 99.750	Train top1 84.748	loss 0.473	(128, 90.000), (160, 90.000), (192, 92.000), (224, 92.000), 
==========[7/120]	loss 0.367	top1 acc 87.250 (91.000)	top5 acc 100.000	Train top1 86.744	loss 0.424	(128, 89.000), (160, 88.000), (192, 85.000), (224, 87.000), 
==========[8/120]	loss 0.309	top1 acc 89.750 (91.000)	top5 acc 99.250	Train top1 86.968	loss 0.401	(128, 90.000), (160, 91.000), (192, 88.000), (224, 90.000), 
==========[9/120]	loss 0.300	top1 acc 91.000 (91.000)	top5 acc 99.500	Train top1 87.747	loss 0.384	(128, 90.000), (160, 90.000), (192, 91.000), (224, 93.000), 
==========[10/120]	loss 0.360	top1 acc 87.250 (91.000)	top5 acc 98.750	Train top1 86.583	loss 0.407	(128, 87.000), (160, 87.000), (192, 87.000), (224, 88.000), 
==========[11/120]	loss 0.302	top1 acc 91.250 (91.250)	top5 acc 99.750	Train top1 86.765	loss 0.413	(128, 92.000), (160, 93.000), (192, 90.000), (224, 90.000), 
==========[12/120]	loss 0.300	top1 acc 89.750 (91.250)	top5 acc 99.750	Train top1 87.160	loss 0.401	(128, 88.000), (160, 89.000), (192, 90.000), (224, 92.000), 
==========[13/120]	loss 0.348	top1 acc 89.500 (91.250)	top5 acc 100.000	Train top1 86.722	loss 0.404	(128, 86.000), (160, 89.000), (192, 92.000), (224, 91.000), 
==========[14/120]	loss 0.302	top1 acc 88.250 (91.250)	top5 acc 100.000	Train top1 88.046	loss 0.377	(128, 86.000), (160, 89.000), (192, 89.000), (224, 89.000), 
==========[15/120]	loss 0.501	top1 acc 83.750 (91.250)	top5 acc 97.750	Train top1 88.398	loss 0.362	(128, 82.000), (160, 83.000), (192, 86.000), (224, 84.000), 
==========[16/120]	loss 0.282	top1 acc 92.250 (92.250)	top5 acc 99.750	Train top1 85.601	loss 0.445	(128, 93.000), (160, 93.000), (192, 91.000), (224, 92.000), 
==========[17/120]	loss 0.262	top1 acc 92.500 (92.500)	top5 acc 99.750	Train top1 88.078	loss 0.366	(128, 91.000), (160, 92.000), (192, 94.000), (224, 93.000), 
==========[18/120]	loss 0.245	top1 acc 92.500 (92.500)	top5 acc 100.000	Train top1 88.014	loss 0.375	(128, 91.000), (160, 93.000), (192, 94.000), (224, 92.000), 
==========[19/120]	loss 0.225	top1 acc 93.000 (93.000)	top5 acc 100.000	Train top1 87.811	loss 0.376	(128, 94.000), (160, 93.000), (192, 93.000), (224, 92.000), 
==========[20/120]	loss 0.247	top1 acc 92.250 (93.000)	top5 acc 100.000	Train top1 88.996	loss 0.338	(128, 92.000), (160, 91.000), (192, 93.000), (224, 93.000), 
==========[21/120]	loss 0.239	top1 acc 93.500 (93.500)	top5 acc 100.000	Train top1 89.060	loss 0.339	(128, 92.000), (160, 94.000), (192, 95.000), (224, 93.000), 
==========[22/120]	loss 0.258	top1 acc 90.750 (93.500)	top5 acc 100.000	Train top1 89.220	loss 0.341	(128, 90.000), (160, 91.000), (192, 91.000), (224, 91.000), 
==========[23/120]	loss 0.284	top1 acc 91.250 (93.500)	top5 acc 99.250	Train top1 88.334	loss 0.353	(128, 89.000), (160, 91.000), (192, 93.000), (224, 92.000), 
==========[24/120]	loss 0.275	top1 acc 91.750 (93.500)	top5 acc 100.000	Train top1 89.551	loss 0.325	(128, 89.000), (160, 91.000), (192, 93.000), (224, 94.000), 
==========[25/120]	loss 0.248	top1 acc 92.000 (93.500)	top5 acc 99.500	Train top1 90.127	loss 0.305	(128, 91.000), (160, 90.000), (192, 92.000), (224, 95.000), 
==========[26/120]	loss 0.281	top1 acc 92.250 (93.500)	top5 acc 99.500	Train top1 89.294	loss 0.334	(128, 89.000), (160, 92.000), (192, 94.000), (224, 94.000), 
==========[27/120]	loss 0.267	top1 acc 91.250 (93.500)	top5 acc 100.000	Train top1 90.447	loss 0.297	(128, 88.000), (160, 92.000), (192, 93.000), (224, 92.000), 
==========[28/120]	loss 0.324	top1 acc 90.500 (93.500)	top5 acc 100.000	Train top1 89.785	loss 0.310	(128, 90.000), (160, 90.000), (192, 90.000), (224, 92.000), 
==========[29/120]	loss 0.260	top1 acc 91.750 (93.500)	top5 acc 99.750	Train top1 89.764	loss 0.308	(128, 91.000), (160, 92.000), (192, 91.000), (224, 93.000), 
==========[30/120]	loss 0.277	top1 acc 91.000 (93.500)	top5 acc 100.000	Train top1 90.405	loss 0.305	(128, 90.000), (160, 90.000), (192, 93.000), (224, 91.000), 
==========[31/120]	loss 0.289	top1 acc 92.000 (93.500)	top5 acc 99.750	Train top1 90.052	loss 0.308	(128, 89.000), (160, 91.000), (192, 94.000), (224, 94.000), 
