==========fail to load checkpoint from teacher_model_MIT_imagenette/checkpoint
==========[-4/120]	loss 1.888	top1 acc 31.000 (31.000)	top5 acc 83.250	Train top1 18.625	loss 4.530	(128, 32.000), (160, 31.000), (192, 30.000), (224, 31.000), 
==========[43/120]	loss 0.219	top1 acc 92.750 (92.750)	top5 acc 99.750	Train top1 87.128	loss 0.409	(128, 93.000), (160, 94.000), (192, 92.000), (224, 92.000), 
==========[44/120]	loss 0.212	top1 acc 91.500 (92.750)	top5 acc 100.000	Train top1 86.722	loss 0.423	(128, 91.000), (160, 91.000), (192, 92.000), (224, 92.000), 
==========[45/120]	loss 0.221	top1 acc 92.750 (92.750)	top5 acc 100.000	Train top1 86.562	loss 0.419	(128, 93.000), (160, 93.000), (192, 92.000), (224, 93.000), 
==========[46/120]	loss 0.176	top1 acc 95.250 (95.250)	top5 acc 99.500	Train top1 88.099	loss 0.379	(128, 95.000), (160, 96.000), (192, 94.000), (224, 96.000), 
==========[47/120]	loss 0.212	top1 acc 93.000 (95.250)	top5 acc 99.750	Train top1 87.576	loss 0.396	(128, 91.000), (160, 93.000), (192, 94.000), (224, 94.000), 
==========[48/120]	loss 0.231	top1 acc 93.000 (95.250)	top5 acc 99.750	Train top1 87.491	loss 0.391	(128, 87.000), (160, 96.000), (192, 94.000), (224, 95.000), 
==========[49/120]	loss 0.218	top1 acc 93.000 (95.250)	top5 acc 100.000	Train top1 87.939	loss 0.377	(128, 90.000), (160, 93.000), (192, 95.000), (224, 94.000), 
==========[50/120]	loss 0.219	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 87.982	loss 0.378	(128, 90.000), (160, 93.000), (192, 93.000), (224, 95.000), 
==========[51/120]	loss 0.219	top1 acc 92.250 (95.250)	top5 acc 99.750	Train top1 87.854	loss 0.372	(128, 91.000), (160, 92.000), (192, 93.000), (224, 93.000), 
==========[52/120]	loss 0.218	top1 acc 92.500 (95.250)	top5 acc 99.500	Train top1 88.291	loss 0.373	(128, 90.000), (160, 94.000), (192, 93.000), (224, 93.000), 
==========[53/120]	loss 0.224	top1 acc 93.500 (95.250)	top5 acc 99.750	Train top1 88.409	loss 0.358	(128, 93.000), (160, 94.000), (192, 94.000), (224, 93.000), 
==========[54/120]	loss 0.224	top1 acc 94.000 (95.250)	top5 acc 100.000	Train top1 89.145	loss 0.347	(128, 93.000), (160, 94.000), (192, 94.000), (224, 95.000), 
==========[55/120]	loss 0.182	top1 acc 93.000 (95.250)	top5 acc 100.000	Train top1 88.985	loss 0.348	(128, 90.000), (160, 95.000), (192, 95.000), (224, 92.000), 
==========[56/120]	loss 0.222	top1 acc 91.000 (95.250)	top5 acc 99.750	Train top1 88.868	loss 0.352	(128, 92.000), (160, 92.000), (192, 89.000), (224, 91.000), 
==========[57/120]	loss 0.212	top1 acc 91.750 (95.250)	top5 acc 100.000	Train top1 89.412	loss 0.336	(128, 89.000), (160, 91.000), (192, 94.000), (224, 93.000), 
==========[58/120]	loss 0.173	top1 acc 94.250 (95.250)	top5 acc 100.000	Train top1 89.785	loss 0.328	(128, 90.000), (160, 96.000), (192, 96.000), (224, 95.000), 
==========[59/120]	loss 0.188	top1 acc 94.000 (95.250)	top5 acc 99.750	Train top1 89.785	loss 0.320	(128, 93.000), (160, 94.000), (192, 94.000), (224, 95.000), 
==========[60/120]	loss 0.196	top1 acc 93.000 (95.250)	top5 acc 100.000	Train top1 89.817	loss 0.319	(128, 92.000), (160, 94.000), (192, 94.000), (224, 92.000), 
==========[61/120]	loss 0.229	top1 acc 92.250 (95.250)	top5 acc 100.000	Train top1 90.031	loss 0.308	(128, 91.000), (160, 93.000), (192, 93.000), (224, 92.000), 
==========[62/120]	loss 0.211	top1 acc 92.500 (95.250)	top5 acc 100.000	Train top1 89.508	loss 0.322	(128, 92.000), (160, 93.000), (192, 92.000), (224, 93.000), 
==========[63/120]	loss 0.178	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 90.362	loss 0.305	(128, 92.000), (160, 94.000), (192, 92.000), (224, 93.000), 
==========[64/120]	loss 0.180	top1 acc 93.500 (95.250)	top5 acc 99.750	Train top1 90.106	loss 0.307	(128, 92.000), (160, 95.000), (192, 92.000), (224, 95.000), 
==========[65/120]	loss 0.205	top1 acc 93.000 (95.250)	top5 acc 100.000	Train top1 90.298	loss 0.301	(128, 91.000), (160, 95.000), (192, 93.000), (224, 93.000), 
==========[66/120]	loss 0.195	top1 acc 92.500 (95.250)	top5 acc 100.000	Train top1 90.789	loss 0.286	(128, 90.000), (160, 94.000), (192, 91.000), (224, 95.000), 
==========[67/120]	loss 0.165	top1 acc 93.250 (95.250)	top5 acc 100.000	Train top1 90.778	loss 0.292	(128, 91.000), (160, 95.000), (192, 94.000), (224, 93.000), 
==========[68/120]	loss 0.229	top1 acc 91.750 (95.250)	top5 acc 100.000	Train top1 90.896	loss 0.279	(128, 90.000), (160, 92.000), (192, 93.000), (224, 92.000), 
==========[69/120]	loss 0.215	top1 acc 90.750 (95.250)	top5 acc 100.000	Train top1 91.077	loss 0.285	(128, 91.000), (160, 91.000), (192, 90.000), (224, 91.000), 
==========[70/120]	loss 0.207	top1 acc 90.750 (95.250)	top5 acc 100.000	Train top1 90.799	loss 0.284	(128, 89.000), (160, 92.000), (192, 90.000), (224, 92.000), 
==========[71/120]	loss 0.187	top1 acc 94.000 (95.250)	top5 acc 100.000	Train top1 91.429	loss 0.271	(128, 92.000), (160, 94.000), (192, 93.000), (224, 97.000), 
==========[72/120]	loss 0.213	top1 acc 91.750 (95.250)	top5 acc 99.500	Train top1 90.970	loss 0.289	(128, 90.000), (160, 93.000), (192, 92.000), (224, 92.000), 
==========[73/120]	loss 0.204	top1 acc 92.250 (95.250)	top5 acc 100.000	Train top1 91.579	loss 0.265	(128, 92.000), (160, 93.000), (192, 92.000), (224, 92.000), 
==========[74/120]	loss 0.205	top1 acc 92.750 (95.250)	top5 acc 99.500	Train top1 91.056	loss 0.268	(128, 91.000), (160, 95.000), (192, 94.000), (224, 91.000), 
==========[75/120]	loss 0.197	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 91.557	loss 0.267	(128, 91.000), (160, 94.000), (192, 93.000), (224, 93.000), 
==========[76/120]	loss 0.201	top1 acc 93.000 (95.250)	top5 acc 99.750	Train top1 91.365	loss 0.267	(128, 89.000), (160, 95.000), (192, 94.000), (224, 94.000), 
==========[77/120]	loss 0.191	top1 acc 93.500 (95.250)	top5 acc 99.750	Train top1 91.611	loss 0.264	(128, 92.000), (160, 94.000), (192, 94.000), (224, 94.000), 
==========[78/120]	loss 0.214	top1 acc 93.000 (95.250)	top5 acc 99.500	Train top1 92.272	loss 0.244	(128, 90.000), (160, 95.000), (192, 94.000), (224, 93.000), 
==========[79/120]	loss 0.202	top1 acc 92.000 (95.250)	top5 acc 100.000	Train top1 91.824	loss 0.259	(128, 91.000), (160, 94.000), (192, 91.000), (224, 92.000), 
==========[80/120]	loss 0.180	top1 acc 92.250 (95.250)	top5 acc 100.000	Train top1 92.123	loss 0.248	(128, 91.000), (160, 95.000), (192, 91.000), (224, 92.000), 
==========[81/120]	loss 0.221	top1 acc 91.750 (95.250)	top5 acc 100.000	Train top1 92.198	loss 0.243	(128, 88.000), (160, 93.000), (192, 92.000), (224, 94.000), 
==========[82/120]	loss 0.244	top1 acc 91.250 (95.250)	top5 acc 100.000	Train top1 92.379	loss 0.238	(128, 90.000), (160, 93.000), (192, 90.000), (224, 92.000), 
==========[83/120]	loss 0.178	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 92.603	loss 0.236	(128, 90.000), (160, 95.000), (192, 92.000), (224, 94.000), 
==========[84/120]	loss 0.184	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 92.475	loss 0.238	(128, 90.000), (160, 97.000), (192, 93.000), (224, 91.000), 
==========[85/120]	loss 0.187	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 92.689	loss 0.231	(128, 92.000), (160, 94.000), (192, 92.000), (224, 93.000), 
==========[86/120]	loss 0.203	top1 acc 91.750 (95.250)	top5 acc 100.000	Train top1 93.009	loss 0.216	(128, 92.000), (160, 92.000), (192, 92.000), (224, 91.000), 
==========[87/120]	loss 0.199	top1 acc 93.000 (95.250)	top5 acc 100.000	Train top1 93.094	loss 0.219	(128, 91.000), (160, 94.000), (192, 93.000), (224, 94.000), 
==========[88/120]	loss 0.201	top1 acc 91.750 (95.250)	top5 acc 99.750	Train top1 92.785	loss 0.224	(128, 89.000), (160, 93.000), (192, 92.000), (224, 93.000), 
==========[89/120]	loss 0.237	top1 acc 90.500 (95.250)	top5 acc 100.000	Train top1 92.582	loss 0.227	(128, 89.000), (160, 90.000), (192, 91.000), (224, 92.000), 
==========[90/120]	loss 0.224	top1 acc 91.000 (95.250)	top5 acc 99.750	Train top1 93.009	loss 0.223	(128, 91.000), (160, 93.000), (192, 90.000), (224, 90.000), 
==========[91/120]	loss 0.215	top1 acc 90.750 (95.250)	top5 acc 100.000	Train top1 92.998	loss 0.219	(128, 90.000), (160, 92.000), (192, 89.000), (224, 92.000), 
==========[92/120]	loss 0.188	top1 acc 93.250 (95.250)	top5 acc 100.000	Train top1 93.222	loss 0.203	(128, 92.000), (160, 96.000), (192, 91.000), (224, 94.000), 
==========[93/120]	loss 0.185	top1 acc 92.000 (95.250)	top5 acc 99.750	Train top1 93.084	loss 0.219	(128, 91.000), (160, 93.000), (192, 91.000), (224, 93.000), 
==========[94/120]	loss 0.200	top1 acc 91.750 (95.250)	top5 acc 100.000	Train top1 93.905	loss 0.197	(128, 92.000), (160, 92.000), (192, 91.000), (224, 92.000), 
==========[95/120]	loss 0.186	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 93.991	loss 0.195	(128, 94.000), (160, 94.000), (192, 91.000), (224, 92.000), 
==========[96/120]	loss 0.176	top1 acc 93.000 (95.250)	top5 acc 100.000	Train top1 93.457	loss 0.210	(128, 91.000), (160, 95.000), (192, 93.000), (224, 93.000), 
==========[97/120]	loss 0.167	top1 acc 94.750 (95.250)	top5 acc 100.000	Train top1 93.212	loss 0.208	(128, 95.000), (160, 96.000), (192, 94.000), (224, 94.000), 
==========[98/120]	loss 0.183	top1 acc 92.500 (95.250)	top5 acc 100.000	Train top1 93.681	loss 0.201	(128, 94.000), (160, 93.000), (192, 91.000), (224, 92.000), 
==========[99/120]	loss 0.172	top1 acc 94.500 (95.250)	top5 acc 100.000	Train top1 93.745	loss 0.198	(128, 93.000), (160, 97.000), (192, 93.000), (224, 95.000), 
==========[100/120]	loss 0.173	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 93.831	loss 0.191	(128, 93.000), (160, 96.000), (192, 92.000), (224, 93.000), 
==========[101/120]	loss 0.163	top1 acc 94.250 (95.250)	top5 acc 100.000	Train top1 93.884	loss 0.195	(128, 93.000), (160, 96.000), (192, 94.000), (224, 94.000), 
==========[102/120]	loss 0.169	top1 acc 93.750 (95.250)	top5 acc 100.000	Train top1 93.959	loss 0.192	(128, 93.000), (160, 96.000), (192, 93.000), (224, 93.000), 
==========[103/120]	loss 0.174	top1 acc 92.750 (95.250)	top5 acc 100.000	Train top1 93.521	loss 0.204	(128, 91.000), (160, 95.000), (192, 92.000), (224, 93.000), 
==========[104/120]	loss 0.177	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 94.204	loss 0.182	(128, 91.000), (160, 97.000), (192, 93.000), (224, 93.000), 
==========[105/120]	loss 0.169	top1 acc 94.500 (95.250)	top5 acc 100.000	Train top1 93.969	loss 0.189	(128, 91.000), (160, 98.000), (192, 94.000), (224, 95.000), 
==========[106/120]	loss 0.179	top1 acc 93.750 (95.250)	top5 acc 100.000	Train top1 94.087	loss 0.188	(128, 92.000), (160, 96.000), (192, 93.000), (224, 94.000), 
==========[107/120]	loss 0.194	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 93.745	loss 0.201	(128, 92.000), (160, 97.000), (192, 92.000), (224, 93.000), 
==========[108/120]	loss 0.169	top1 acc 94.250 (95.250)	top5 acc 100.000	Train top1 94.396	loss 0.179	(128, 93.000), (160, 97.000), (192, 93.000), (224, 94.000), 
==========[109/120]	loss 0.177	top1 acc 93.750 (95.250)	top5 acc 100.000	Train top1 94.023	loss 0.193	(128, 92.000), (160, 97.000), (192, 92.000), (224, 94.000), 
==========[110/120]	loss 0.172	top1 acc 94.000 (95.250)	top5 acc 100.000	Train top1 93.905	loss 0.194	(128, 92.000), (160, 97.000), (192, 93.000), (224, 94.000), 
==========[111/120]	loss 0.178	top1 acc 93.750 (95.250)	top5 acc 100.000	Train top1 93.799	loss 0.198	(128, 92.000), (160, 97.000), (192, 92.000), (224, 94.000), 
==========[112/120]	loss 0.175	top1 acc 93.000 (95.250)	top5 acc 100.000	Train top1 93.884	loss 0.189	(128, 91.000), (160, 96.000), (192, 91.000), (224, 94.000), 
==========[113/120]	loss 0.173	top1 acc 93.250 (95.250)	top5 acc 100.000	Train top1 94.098	loss 0.183	(128, 92.000), (160, 96.000), (192, 91.000), (224, 94.000), 
==========[114/120]	loss 0.171	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 94.279	loss 0.183	(128, 92.000), (160, 96.000), (192, 92.000), (224, 94.000), 
==========[115/120]	loss 0.170	top1 acc 93.250 (95.250)	top5 acc 100.000	Train top1 94.055	loss 0.187	(128, 92.000), (160, 96.000), (192, 91.000), (224, 94.000), 
==========[116/120]	loss 0.170	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 94.055	loss 0.189	(128, 92.000), (160, 96.000), (192, 92.000), (224, 94.000), 
==========[117/120]	loss 0.170	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 94.087	loss 0.186	(128, 92.000), (160, 96.000), (192, 92.000), (224, 94.000), 
==========[118/120]	loss 0.170	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 94.706	loss 0.171	(128, 92.000), (160, 96.000), (192, 92.000), (224, 94.000), 
==========[119/120]	loss 0.170	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 94.567	loss 0.171	(128, 92.000), (160, 96.000), (192, 92.000), (224, 94.000), 
==========[120/120]	loss 0.170	top1 acc 93.500 (95.250)	top5 acc 100.000	Train top1 93.980	loss 0.186	(128, 92.000), (160, 96.000), (192, 92.000), (224, 94.000), 
===========> loaded checkpoint 'teacher_model_MIT_imagenette/checkpoint/checkpoint.pth.tar'
==========Loaded init from teacher_model_MIT_imagenette/checkpoint/checkpoint.pth.tar
